Experience,Qualifications,Work Type,Company Size,Preference,Job Title,Role,skills,Salary_INR
12,MBA,Remote,181151,Female,Data Scientist,Data Scientist,"Python, Statistics, Pandas, Machine Learning",3945413
3,MCA,Remote,110816,Male,Frontend Developer,Frontend Developer,"CSS, TypeScript, HTML, React",2137876
14,MCA,Contract,52246,Male,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, Docker, AWS, TensorFlow",3922574
5,MCA,Contract,88172,Female,Cloud Engineer,Cloud Engineer,"Linux, AWS, Docker, Kubernetes",3271219
13,B.Tech,Contract,123699,Female,Cloud Engineer,Cloud Engineer,"Docker, Azure, Kubernetes, Linux",4121253
1,BCA,Full-Time,145920,Male,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, Docker, AWS, Python",2490400
14,B.Tech,Contract,85076,Female,UI/UX Designer,UI/UX Designer,"Figma, Adobe XD, Prototyping, Wireframing",2959702
1,MCA,Full-Time,167408,Both,Mobile App Developer,Mobile App Developer,"Flutter, Android, Firebase, Dart",1918791
9,PhD,Contract,40911,Female,Software Tester,Software Tester,"JIRA, Automation, Selenium, Manual Testing",2707674
3,B.Tech,Intern,109608,Both,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, Python, Docker, TensorFlow",2905883
6,B.Tech,Full-Time,85881,Male,DevOps Engineer,DevOps Engineer,"Docker, CI/CD, Kubernetes, AWS",3229000
4,MCA,Full-Time,183178,Both,Backend Developer,Backend Developer,"Docker, REST API, Java, MySQL",2297329
3,M.Tech,Intern,185506,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Figma, Wireframing",2098106
4,MCA,Remote,192377,Both,Frontend Developer,Frontend Developer,"TypeScript, JavaScript, React, HTML",2002530
11,PhD,Contract,17516,Male,Machine Learning Engineer,Machine Learning Engineer,"AWS, PyTorch, Python, TensorFlow",4133048
1,MBA,Contract,142414,Male,DevOps Engineer,DevOps Engineer,"CI/CD, AWS, Kubernetes, Linux",3035356
13,PhD,Remote,113860,Male,Data Scientist,Data Scientist,"Pandas, Machine Learning, SQL, Python",4486208
9,PhD,Full-Time,127680,Both,Frontend Developer,Frontend Developer,"React, JavaScript, HTML, CSS",3495111
0,M.Tech,Remote,79211,Female,Data Scientist,Data Scientist,"Machine Learning, Pandas, SQL, Python",2566944
5,B.Tech,Intern,17828,Both,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Python, Penetration Testing",2749315
14,MCA,Full-Time,81195,Male,Frontend Developer,Frontend Developer,"JavaScript, React, HTML, TypeScript",3110553
15,MBA,Remote,9681,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Prototyping, Wireframing",3556179
13,BCA,Full-Time,192588,Male,Backend Developer,Backend Developer,"Java, MySQL, REST API, Docker",3514269
5,B.Tech,Contract,16188,Female,DevOps Engineer,DevOps Engineer,"Kubernetes, Linux, Docker, CI/CD",2754829
1,MBA,Remote,89353,Male,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, Python, SIEM",2868239
9,BCA,Full-Time,92024,Both,Frontend Developer,Frontend Developer,"TypeScript, JavaScript, CSS, React",2440367
3,MCA,Intern,189409,Both,Frontend Developer,Frontend Developer,"React, HTML, CSS, TypeScript",2318519
9,M.Tech,Intern,78019,Male,Cloud Engineer,Cloud Engineer,"Azure, Linux, Kubernetes, AWS",3691042
3,M.Tech,Remote,11856,Both,DevOps Engineer,DevOps Engineer,"AWS, Docker, CI/CD, Linux",2944831
6,PhD,Remote,103408,Female,Software Tester,Software Tester,"JIRA, Automation, Manual Testing, Selenium",2570494
10,M.Tech,Intern,42541,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, PyTorch, TensorFlow, Python",3692245
7,MBA,Contract,102371,Both,Backend Developer,Backend Developer,"REST API, MySQL, Spring Boot, Java",3183737
0,PhD,Contract,77220,Male,Backend Developer,Backend Developer,"REST API, Java, MySQL, Spring Boot",2387406
5,PhD,Remote,166148,Male,Frontend Developer,Frontend Developer,"TypeScript, JavaScript, HTML, React",2645120
6,MBA,Intern,8870,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Figma, Wireframing",2149926
9,BCA,Intern,36277,Male,Backend Developer,Backend Developer,"REST API, Spring Boot, Java, Docker",2755333
4,MBA,Remote,152373,Female,Frontend Developer,Frontend Developer,"HTML, TypeScript, React, CSS",2237036
14,B.Tech,Contract,29377,Both,Frontend Developer,Frontend Developer,"JavaScript, React, HTML, CSS",3241686
0,M.Tech,Full-Time,190631,Male,Frontend Developer,Frontend Developer,"React, HTML, JavaScript, CSS",1813641
7,PhD,Full-Time,133562,Male,Cloud Engineer,Cloud Engineer,"Azure, Linux, AWS, Docker",4063039
14,MBA,Contract,93617,Female,Frontend Developer,Frontend Developer,"JavaScript, TypeScript, React, HTML",3580128
13,MCA,Contract,135690,Male,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Prototyping, Adobe XD",3511410
6,BCA,Full-Time,190589,Male,Data Scientist,Data Scientist,"SQL, Machine Learning, Pandas, Statistics",2773930
8,B.Tech,Contract,177287,Both,Backend Developer,Backend Developer,"Docker, Java, Spring Boot, REST API",3029850
10,B.Tech,Contract,79549,Both,Software Tester,Software Tester,"Selenium, Automation, JIRA, Manual Testing",2684245
12,M.Tech,Full-Time,149557,Male,DevOps Engineer,DevOps Engineer,"Docker, Linux, Kubernetes, AWS",4371042
4,B.Tech,Intern,18551,Male,UI/UX Designer,UI/UX Designer,"Wireframing, Adobe XD, Figma, Prototyping",2119524
4,BCA,Remote,156907,Male,DevOps Engineer,DevOps Engineer,"AWS, Docker, Linux, CI/CD",2622984
3,PhD,Intern,172217,Both,Mobile App Developer,Mobile App Developer,"Firebase, Android, Flutter, Dart",2617788
14,B.Tech,Contract,65330,Female,Software Tester,Software Tester,"Manual Testing, JIRA, Selenium, Automation",3120524
14,MCA,Contract,16487,Both,Backend Developer,Backend Developer,"MySQL, REST API, Docker, Spring Boot",3441897
14,MCA,Intern,150120,Both,Mobile App Developer,Mobile App Developer,"Dart, Firebase, Flutter, Android",3912594
4,MCA,Intern,127667,Male,DevOps Engineer,DevOps Engineer,"Linux, AWS, CI/CD, Docker",2847907
2,MBA,Full-Time,63051,Female,Cloud Engineer,Cloud Engineer,"Azure, AWS, Kubernetes, Docker",2920336
3,MCA,Contract,111819,Male,Machine Learning Engineer,Machine Learning Engineer,"Python, Docker, TensorFlow, AWS",2807109
2,PhD,Full-Time,88514,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, AWS, Docker, CI/CD",3326170
12,MCA,Intern,17925,Both,Cloud Engineer,Cloud Engineer,"Linux, Docker, Azure, Kubernetes",4283710
3,PhD,Remote,50626,Both,Mobile App Developer,Mobile App Developer,"Flutter, Android, Dart, Firebase",2747166
12,M.Tech,Full-Time,617,Male,DevOps Engineer,DevOps Engineer,"Kubernetes, CI/CD, Docker, Linux",4429858
5,M.Tech,Full-Time,113728,Male,Software Tester,Software Tester,"Manual Testing, JIRA, Selenium, Automation",2352180
3,MCA,Intern,195775,Both,Backend Developer,Backend Developer,"Java, Spring Boot, MySQL, REST API",2386911
14,PhD,Contract,41017,Male,Data Scientist,Data Scientist,"Machine Learning, SQL, Statistics, Python",3991879
1,B.Tech,Remote,62784,Female,Software Tester,Software Tester,"Manual Testing, Automation, Selenium, JIRA",1413054
5,MCA,Intern,33161,Male,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, SIEM, Network Security, Python",2712753
4,MBA,Full-Time,36553,Male,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Penetration Testing, Network Security",3024834
12,PhD,Intern,63573,Male,Frontend Developer,Frontend Developer,"JavaScript, CSS, React, HTML",3308046
4,PhD,Full-Time,40587,Male,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Prototyping, Wireframing",2459606
12,M.Tech,Intern,101686,Both,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, Python, TensorFlow, Docker",4134693
13,MCA,Remote,114123,Both,Mobile App Developer,Mobile App Developer,"Flutter, Android, Dart, Firebase",3538400
7,B.Tech,Remote,2396,Male,DevOps Engineer,DevOps Engineer,"AWS, Kubernetes, CI/CD, Linux",3411037
2,M.Tech,Full-Time,151651,Both,Mobile App Developer,Mobile App Developer,"Dart, Firebase, Flutter, Android",2289571
7,PhD,Full-Time,97335,Female,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, SIEM, Python, Network Security",3476782
14,M.Tech,Full-Time,131892,Both,Data Scientist,Data Scientist,"Statistics, SQL, Machine Learning, Python",3985443
9,B.Tech,Contract,2859,Female,Software Tester,Software Tester,"JIRA, Manual Testing, Automation, Selenium",2659520
2,MCA,Full-Time,161208,Male,DevOps Engineer,DevOps Engineer,"AWS, Linux, CI/CD, Docker",3094981
6,B.Tech,Contract,44829,Male,Mobile App Developer,Mobile App Developer,"Flutter, Dart, Firebase, Android",2613262
6,MCA,Remote,116494,Female,Mobile App Developer,Mobile App Developer,"Flutter, Firebase, Android, Dart",2527910
8,BCA,Intern,84851,Female,DevOps Engineer,DevOps Engineer,"CI/CD, Docker, AWS, Linux",3662723
5,M.Tech,Intern,179818,Female,Backend Developer,Backend Developer,"MySQL, Spring Boot, Java, REST API",2927579
2,MCA,Full-Time,26023,Female,Machine Learning Engineer,Machine Learning Engineer,"Docker, Python, TensorFlow, PyTorch",2790004
1,MBA,Intern,100333,Male,Frontend Developer,Frontend Developer,"React, CSS, TypeScript, JavaScript",1926758
8,PhD,Remote,75294,Both,DevOps Engineer,DevOps Engineer,"Linux, CI/CD, Docker, Kubernetes",4110583
12,PhD,Intern,116793,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Python, Network Security",3640604
4,B.Tech,Intern,116011,Both,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Flutter, Android",2351270
11,BCA,Contract,21369,Female,UI/UX Designer,UI/UX Designer,"Prototyping, Figma, Wireframing, Adobe XD",2255996
11,BCA,Intern,126536,Female,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Penetration Testing, Network Security",3566182
15,PhD,Contract,196642,Female,Mobile App Developer,Mobile App Developer,"Flutter, Dart, Firebase, Android",4159152
11,M.Tech,Intern,126901,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Python, Penetration Testing, SIEM",3568179
0,PhD,Full-Time,91786,Both,Frontend Developer,Frontend Developer,"TypeScript, CSS, HTML, JavaScript",2172118
11,BCA,Contract,44673,Female,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Android, Flutter",2498809
15,BCA,Remote,41693,Male,Software Tester,Software Tester,"Manual Testing, Automation, Selenium, JIRA",3105553
1,MCA,Full-Time,172139,Female,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, TensorFlow, Python, Docker",2761980
3,BCA,Contract,162879,Both,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Penetration Testing, Python",2575186
5,BCA,Remote,111223,Both,Cloud Engineer,Cloud Engineer,"Linux, Docker, Azure, AWS",2917800
13,B.Tech,Full-Time,57680,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Python, SIEM, Penetration Testing",4115758
4,M.Tech,Remote,68361,Female,Data Scientist,Data Scientist,"Python, Statistics, Pandas, Machine Learning",3047219
5,M.Tech,Intern,4131,Both,Mobile App Developer,Mobile App Developer,"Dart, Android, Firebase, Flutter",2547101
14,M.Tech,Contract,100465,Male,DevOps Engineer,DevOps Engineer,"AWS, Docker, Kubernetes, Linux",4303165
0,M.Tech,Full-Time,156898,Male,Software Tester,Software Tester,"Selenium, JIRA, Manual Testing, Automation",1586010
15,B.Tech,Remote,22410,Female,Backend Developer,Backend Developer,"MySQL, Java, Docker, Spring Boot",3489533
1,M.Tech,Intern,108422,Male,Cyber Security Analyst,Cyber Security Analyst,"Python, Penetration Testing, Network Security, SIEM",2562301
11,PhD,Remote,118325,Both,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Penetration Testing, Python",3731303
9,MBA,Intern,157265,Female,Cloud Engineer,Cloud Engineer,"Kubernetes, AWS, Docker, Linux",3837436
13,B.Tech,Full-Time,14004,Both,Backend Developer,Backend Developer,"MySQL, Java, REST API, Spring Boot",2942660
4,B.Tech,Full-Time,3117,Female,Mobile App Developer,Mobile App Developer,"Dart, Firebase, Flutter, Android",1911684
14,MCA,Full-Time,62231,Male,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Wireframing, Adobe XD",3078874
7,B.Tech,Full-Time,190427,Both,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Python, Network Security, SIEM",2969676
11,MBA,Intern,164571,Both,Mobile App Developer,Mobile App Developer,"Android, Flutter, Firebase, Dart",2798849
3,MCA,Full-Time,80757,Both,Mobile App Developer,Mobile App Developer,"Android, Dart, Firebase, Flutter",2262859
10,B.Tech,Full-Time,151926,Female,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Wireframing, Figma",3215159
11,B.Tech,Remote,56085,Male,Mobile App Developer,Mobile App Developer,"Flutter, Firebase, Dart, Android",3358245
7,PhD,Remote,70014,Both,DevOps Engineer,DevOps Engineer,"AWS, Linux, Docker, CI/CD",3702981
13,BCA,Remote,101303,Female,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Android, Flutter",3169164
8,MBA,Remote,195102,Male,DevOps Engineer,DevOps Engineer,"CI/CD, Linux, AWS, Kubernetes",3872816
13,PhD,Intern,170837,Both,Machine Learning Engineer,Machine Learning Engineer,"Docker, Python, AWS, PyTorch",4124822
13,MBA,Intern,132451,Female,Software Tester,Software Tester,"Automation, Selenium, Manual Testing, JIRA",2835262
11,BCA,Intern,79430,Male,DevOps Engineer,DevOps Engineer,"AWS, Linux, Docker, CI/CD",3731284
0,B.Tech,Full-Time,40914,Female,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Adobe XD, Prototyping",1620298
1,MCA,Remote,121325,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Network Security, Penetration Testing, Python",2636024
6,B.Tech,Remote,110942,Male,Mobile App Developer,Mobile App Developer,"Android, Dart, Flutter, Firebase",2188238
3,PhD,Remote,143206,Female,Software Tester,Software Tester,"Manual Testing, JIRA, Selenium, Automation",2441734
14,B.Tech,Contract,15449,Female,Frontend Developer,Frontend Developer,"React, JavaScript, CSS, HTML",3562093
12,BCA,Intern,155796,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, PyTorch, Python, TensorFlow",3901459
12,MCA,Intern,183834,Male,Frontend Developer,Frontend Developer,"CSS, JavaScript, React, TypeScript",3097559
0,B.Tech,Remote,130528,Both,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, TensorFlow, AWS, Python",2539039
12,MCA,Remote,61433,Female,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, AWS, PyTorch, Python",4192915
2,MBA,Contract,183916,Female,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Flutter, Android",2168856
1,BCA,Contract,165122,Female,Mobile App Developer,Mobile App Developer,"Dart, Android, Firebase, Flutter",1548672
6,M.Tech,Full-Time,185784,Both,Software Tester,Software Tester,"Manual Testing, Automation, Selenium, JIRA",2217401
1,MCA,Intern,72809,Both,Frontend Developer,Frontend Developer,"TypeScript, CSS, React, JavaScript",1737844
8,MBA,Full-Time,118452,Female,Backend Developer,Backend Developer,"Docker, Java, REST API, MySQL",3121555
2,MBA,Contract,25130,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Penetration Testing, Network Security",2858954
3,PhD,Contract,166974,Male,Software Tester,Software Tester,"JIRA, Selenium, Automation, Manual Testing",2285444
9,PhD,Intern,183795,Male,DevOps Engineer,DevOps Engineer,"Docker, Kubernetes, CI/CD, AWS",4139016
9,BCA,Full-Time,191386,Female,Frontend Developer,Frontend Developer,"JavaScript, HTML, CSS, TypeScript",2983270
12,MBA,Intern,121546,Female,Mobile App Developer,Mobile App Developer,"Flutter, Dart, Android, Firebase",3620443
5,BCA,Remote,122559,Female,Data Scientist,Data Scientist,"Python, SQL, Pandas, Statistics",2513754
15,BCA,Remote,187111,Both,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Adobe XD, Prototyping",3178289
12,B.Tech,Intern,163638,Both,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Network Security, Python, Penetration Testing",3202048
1,MBA,Intern,190446,Male,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, AWS, Docker, Python",2659865
0,B.Tech,Contract,165885,Female,Cloud Engineer,Cloud Engineer,"Linux, Docker, AWS, Azure",2686565
3,M.Tech,Full-Time,69855,Female,DevOps Engineer,DevOps Engineer,"AWS, Linux, Kubernetes, CI/CD",3357965
11,MCA,Full-Time,59270,Female,Mobile App Developer,Mobile App Developer,"Dart, Firebase, Android, Flutter",3389548
10,MCA,Full-Time,112849,Female,Machine Learning Engineer,Machine Learning Engineer,"AWS, Docker, Python, TensorFlow",3661650
9,MBA,Intern,6881,Male,Data Scientist,Data Scientist,"Pandas, Machine Learning, Python, SQL",3349480
11,MBA,Full-Time,17739,Male,Backend Developer,Backend Developer,"Docker, REST API, Java, MySQL",2971784
2,PhD,Remote,42588,Both,Frontend Developer,Frontend Developer,"JavaScript, HTML, TypeScript, React",2194840
10,MBA,Remote,68661,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Prototyping, Figma",2752624
8,PhD,Intern,34529,Male,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, SIEM, Network Security, Python",4045710
15,MCA,Full-Time,192389,Female,Software Tester,Software Tester,"Automation, JIRA, Manual Testing, Selenium",3552716
8,B.Tech,Contract,170735,Both,DevOps Engineer,DevOps Engineer,"Linux, CI/CD, AWS, Docker",3141909
6,M.Tech,Full-Time,118110,Both,DevOps Engineer,DevOps Engineer,"Docker, Kubernetes, CI/CD, Linux",3865719
6,MCA,Contract,116444,Male,Software Tester,Software Tester,"Automation, Selenium, Manual Testing, JIRA",2191356
2,M.Tech,Intern,154953,Both,Cloud Engineer,Cloud Engineer,"Kubernetes, Azure, Linux, Docker",3429733
13,M.Tech,Intern,162579,Female,Cyber Security Analyst,Cyber Security Analyst,"Python, Network Security, Penetration Testing, SIEM",3964669
14,MBA,Full-Time,24624,Male,Cloud Engineer,Cloud Engineer,"AWS, Docker, Kubernetes, Azure",4510532
3,MCA,Contract,153053,Both,Cloud Engineer,Cloud Engineer,"Docker, Kubernetes, Azure, AWS",3129583
5,MBA,Remote,30015,Male,Mobile App Developer,Mobile App Developer,"Firebase, Android, Dart, Flutter",2327486
0,B.Tech,Remote,196325,Female,Machine Learning Engineer,Machine Learning Engineer,"Python, AWS, PyTorch, TensorFlow",2329712
7,M.Tech,Remote,183418,Female,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Python, SIEM, Network Security",3503399
1,BCA,Contract,48926,Female,Software Tester,Software Tester,"Manual Testing, Automation, Selenium, JIRA",1232008
15,PhD,Contract,22359,Both,Backend Developer,Backend Developer,"MySQL, REST API, Spring Boot, Docker",3726835
2,M.Tech,Intern,7820,Male,Data Scientist,Data Scientist,"Machine Learning, Python, SQL, Pandas",2739976
12,MBA,Remote,162079,Male,Cloud Engineer,Cloud Engineer,"Azure, Docker, AWS, Linux",4433243
6,BCA,Full-Time,166732,Female,DevOps Engineer,DevOps Engineer,"CI/CD, Kubernetes, AWS, Linux",3033311
7,PhD,Intern,58930,Both,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, TensorFlow, Python, AWS",3896900
4,B.Tech,Intern,27043,Female,DevOps Engineer,DevOps Engineer,"AWS, CI/CD, Linux, Docker",3064289
14,M.Tech,Remote,5120,Both,Data Scientist,Data Scientist,"Statistics, Python, Pandas, Machine Learning",4471224
9,MBA,Intern,13921,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Figma, Wireframing, Adobe XD",2646321
13,M.Tech,Contract,27287,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Wireframing, Figma",3325201
5,MBA,Remote,115593,Male,DevOps Engineer,DevOps Engineer,"Docker, Linux, AWS, Kubernetes",3333967
11,M.Tech,Full-Time,83768,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, Python, AWS, PyTorch",3844097
7,MBA,Intern,57279,Both,Mobile App Developer,Mobile App Developer,"Flutter, Firebase, Android, Dart",2912618
13,PhD,Intern,179791,Both,Mobile App Developer,Mobile App Developer,"Dart, Firebase, Flutter, Android",3488664
5,PhD,Full-Time,166778,Both,Software Tester,Software Tester,"Automation, Manual Testing, JIRA, Selenium",2461965
12,MBA,Full-Time,61370,Female,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Penetration Testing, Network Security",3808490
9,PhD,Intern,16866,Male,DevOps Engineer,DevOps Engineer,"AWS, Linux, Docker, CI/CD",4033251
7,MBA,Full-Time,75994,Both,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, TensorFlow, Python, Docker",3337255
0,M.Tech,Full-Time,142586,Male,Frontend Developer,Frontend Developer,"TypeScript, HTML, React, CSS",2080700
15,BCA,Contract,168623,Male,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Wireframing, Adobe XD",2582930
10,M.Tech,Contract,40592,Both,DevOps Engineer,DevOps Engineer,"Docker, CI/CD, AWS, Kubernetes",3820977
0,MCA,Full-Time,92854,Male,Data Scientist,Data Scientist,"Machine Learning, Pandas, Python, Statistics",2277923
13,MBA,Full-Time,139626,Male,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Prototyping, Adobe XD",3320874
2,MCA,Intern,85975,Female,Backend Developer,Backend Developer,"Java, Spring Boot, REST API, Docker",2206299
13,M.Tech,Remote,44198,Male,Machine Learning Engineer,Machine Learning Engineer,"Python, PyTorch, TensorFlow, AWS",4461656
10,MCA,Remote,69391,Male,Cloud Engineer,Cloud Engineer,"Azure, AWS, Linux, Docker",4113125
13,MCA,Full-Time,34406,Both,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, TensorFlow, Python, Docker",3893887
9,MCA,Contract,1978,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Figma, Wireframing",2452175
12,MCA,Full-Time,173701,Both,Software Tester,Software Tester,"JIRA, Manual Testing, Selenium, Automation",3334853
14,M.Tech,Contract,46327,Female,UI/UX Designer,UI/UX Designer,"Prototyping, Wireframing, Adobe XD, Figma",3279848
10,M.Tech,Remote,97161,Male,UI/UX Designer,UI/UX Designer,"Prototyping, Figma, Adobe XD, Wireframing",2947060
4,BCA,Remote,23514,Both,Frontend Developer,Frontend Developer,"HTML, JavaScript, CSS, TypeScript",2044599
3,M.Tech,Intern,19643,Female,Frontend Developer,Frontend Developer,"TypeScript, JavaScript, CSS, React",2271643
14,MBA,Contract,48063,Female,Backend Developer,Backend Developer,"MySQL, Docker, REST API, Java",3773108
7,PhD,Intern,101778,Male,Frontend Developer,Frontend Developer,"HTML, React, TypeScript, JavaScript",3080514
7,B.Tech,Remote,32739,Female,Cloud Engineer,Cloud Engineer,"Azure, Kubernetes, Linux, Docker",3128531
2,B.Tech,Full-Time,81279,Female,Backend Developer,Backend Developer,"Spring Boot, MySQL, REST API, Java",2152594
2,BCA,Full-Time,52457,Both,Frontend Developer,Frontend Developer,"React, TypeScript, JavaScript, CSS",1663223
7,B.Tech,Remote,158435,Both,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, AWS, Docker, Python",2898209
11,MBA,Intern,32950,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, Python, TensorFlow, AWS",3697214
14,PhD,Intern,132034,Both,Software Tester,Software Tester,"Automation, Manual Testing, JIRA, Selenium",3538002
6,PhD,Full-Time,36166,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, PyTorch, TensorFlow, Python",3620915
0,B.Tech,Intern,25614,Both,Software Tester,Software Tester,"Automation, JIRA, Selenium, Manual Testing",1309401
5,PhD,Contract,73083,Both,Software Tester,Software Tester,"Selenium, JIRA, Automation, Manual Testing",2650697
2,MCA,Intern,185580,Both,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Android, Flutter",2144334
3,MBA,Intern,58152,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Python, SIEM, Penetration Testing",2782767
7,MCA,Remote,190727,Female,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Wireframing, Adobe XD",2349583
13,MCA,Full-Time,184437,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Penetration Testing, Python",3857272
6,PhD,Contract,105389,Male,DevOps Engineer,DevOps Engineer,"Docker, Kubernetes, AWS, Linux",3882751
1,M.Tech,Contract,105223,Female,Mobile App Developer,Mobile App Developer,"Android, Firebase, Dart, Flutter",2007369
13,PhD,Intern,186629,Female,Software Tester,Software Tester,"Selenium, Automation, JIRA, Manual Testing",2992385
15,B.Tech,Contract,101517,Male,Mobile App Developer,Mobile App Developer,"Flutter, Android, Firebase, Dart",3719755
3,PhD,Contract,45566,Male,Frontend Developer,Frontend Developer,"React, CSS, TypeScript, JavaScript",2396110
5,M.Tech,Contract,107060,Female,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Network Security, Penetration Testing",3309231
15,MBA,Remote,70483,Male,Cyber Security Analyst,Cyber Security Analyst,"Python, Penetration Testing, SIEM, Network Security",4301266
7,B.Tech,Contract,174094,Both,Data Scientist,Data Scientist,"Pandas, Machine Learning, Python, Statistics",2861617
0,BCA,Remote,102043,Female,DevOps Engineer,DevOps Engineer,"Kubernetes, Docker, CI/CD, Linux",2211238
1,BCA,Remote,14611,Female,Frontend Developer,Frontend Developer,"JavaScript, React, TypeScript, CSS",1667287
5,PhD,Full-Time,181779,Female,UI/UX Designer,UI/UX Designer,"Prototyping, Figma, Adobe XD, Wireframing",2651281
7,B.Tech,Full-Time,103734,Male,Data Scientist,Data Scientist,"Python, Machine Learning, SQL, Pandas",2959521
7,B.Tech,Intern,159716,Male,Frontend Developer,Frontend Developer,"HTML, TypeScript, React, JavaScript",2665679
5,B.Tech,Intern,31079,Male,Software Tester,Software Tester,"Automation, Selenium, JIRA, Manual Testing",1953063
8,PhD,Intern,98280,Female,Frontend Developer,Frontend Developer,"TypeScript, HTML, JavaScript, React",3287058
11,MCA,Intern,65671,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Figma, Wireframing",2942332
2,B.Tech,Contract,42824,Male,Software Tester,Software Tester,"Automation, Selenium, Manual Testing, JIRA",1483440
15,M.Tech,Full-Time,31605,Male,Backend Developer,Backend Developer,"MySQL, Docker, REST API, Java",4106544
8,B.Tech,Remote,117977,Female,UI/UX Designer,UI/UX Designer,"Prototyping, Figma, Adobe XD, Wireframing",2610895
0,PhD,Intern,136227,Male,Machine Learning Engineer,Machine Learning Engineer,"Python, TensorFlow, Docker, PyTorch",2907621
4,MCA,Remote,66723,Male,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Penetration Testing, SIEM, Python",2773936
10,MCA,Full-Time,170169,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Figma, Wireframing, Prototyping",2941770
8,B.Tech,Full-Time,118115,Both,Mobile App Developer,Mobile App Developer,"Android, Firebase, Flutter, Dart",2900435
11,MBA,Contract,96637,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, Docker, Python, PyTorch",3932863
13,MBA,Intern,146883,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Penetration Testing, Python",4514563
12,M.Tech,Intern,73992,Male,Machine Learning Engineer,Machine Learning Engineer,"AWS, PyTorch, Python, Docker",4289611
15,B.Tech,Full-Time,32025,Male,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Prototyping, Adobe XD",3818211
